"","lyftdf1","id"
"392","Going to Bill Snyder Family Football Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX… https://t.co/WXSPCkOvQq","392"
"393","Going to Turner Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","393"
"394","Did you know that Lyft drivers can now get tuition discounts with Guild Education? https://t.co/vRVDrywxyX via… https://t.co/xvrTGIX9le","394"
"395","Going to Boone Pickens Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","395"
"396","Going to Oriole Park at Camden Yards ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","396"
"397","Going to Coors Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","397"
"398","Gig biz's like #Uber #Lyft super happy with Senate Tax Bill. 
Gig workers will be independent contractors. 
ByeBye… https://t.co/8QE3av3ewA","398"
"399","#Lyft community festival day https://t.co/Ba4ntzXoo2","399"
"400","Want help making your commute festive?! Grab a cup of our hot mulled spice apple cider for the ride! Your carpool b… https://t.co/VHUciWWzCj","400"
"401","Visiting Colorado Springs ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","401"
"402","Heading to Estrella Falls inGoodyear? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","402"
"403","Going to Ford Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","403"
"404","Hey Canadian Rideshare drivers! Which rideshare app do you drive for? Reply with your answers to help us serve you… https://t.co/j9vV1Cy0Bj","404"
"405","@PNN_Unleashed @RMaintainers Here's what I've determined about #Uber, #Lyft ,etc..it's good to see that some people… https://t.co/p8Mg5XEQRy","405"
"406","RT @GOBOX_GO: Make money staying at home receiving packages with https://t.co/2HlmgRM7dq

Become a mailbox rental h… https://t.co/qKkW4i4F66","406"
"407","Make money staying at home receiving packages with https://t.co/pZHCd2xItX

Become a mailbox rental host now!… https://t.co/INuSFZHjn3","407"
"408","Headin' to Reser Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","408"
"409","Calling all Penn Quakers football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","409"
"410","RT @UltraLyft: Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party earlier thi…","410"
"411","Going to Galleria at White Plains in White Plains? Get there free w/ $50 Free Lyft Credit Enter Lyft Promo Code DUS… https://t.co/GsrEogmITS","411"
"412","Walking around Pittsburgh and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","412"
"413","@lyft responded to the antisemitic incident in their #Lyft last night. https://t.co/W8CNkxuejp","413"
"414","#Hospitals are facing some interesting times and have to think about having a ""Car Service"" (#Uber #Lyft) strategy.… https://t.co/JpIqTJBGDL","414"
"415","Going to Ralph Wilson Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/rQ9ITj1pA8  #uber #Lyft","415"
"416","??Calling all Cleveland Browns fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","416"
"417","Headin' to High Point Solutions Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","417"
"418","#Lyft #ny #TX #la #vegas #dallas #annarbor #dc #houston Download Lyft &amp; use promo code WAY for 10 free rides https://t.co/P4lu4KzUvU","418"
"419","Managing Apps on iOS 11 Technology#Uberdriverconfessions, #uber, #lyft, #ridesshareeconomy, #ridesharecompanies,... https://t.co/SLiEfCvXgr","419"
"420","Don't drink &amp; drive! Get there with #free ride credit from #Lyft Click here and save #money &gt;&gt;&gt;&gt;… https://t.co/Xtn4b8eseK","420"
"421","#Lyft 2 free trips - $10 each available only in PA, NY, DC, TX, FL, IL, MA &amp; CO https://t.co/aFCr8Xq4x3 #freerides… https://t.co/u7UMzgCXRP","421"
"422","#Uber competitor #Lyft officially launches in #Toronto this week https://t.co/KIMjwhxWLC https://t.co/icJ2DBpX9p","422"
"423","In Nashville, Tennessee ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","423"
"424","Drop off and $10 tip #lyft (at @PinewoodSocial in Nashville, TN) https://t.co/6kMjwrlHzb","424"
"425","Going to Dowdy-Ficklen Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJO3KC  #uber #Lyft","425"
"426","@DBSpam this is the awesome customer service for #Lyft @AskLyft please contact them with the crazy charges due to weather?","426"
"427","Want a free ride to FirstEnergy Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","427"
"428","Looking for some feel-good, do-good holiday merriment? Ride in #Lyft #MerryMode and your fare will be donated to… https://t.co/nz8FAhsZq3","428"
"429","Want a free ride to AT&amp;T Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","429"
"430","Going to Delmarva Chicken Bash in Delmarva Peninsula? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #Lyft #food","430"
"431","Going to Alamodome ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","431"
"432","Thanks for following! Enjoy up to $50 #FREE ride credit for your first ride with #Lyft #LyftPromoCode https://t.co/nvO3HVpDFv","432"
"433","Check out these new and evolving Gig economy companies in which you can make money. https://t.co/gZe06vEnon… https://t.co/2tA1Cyqbu6","433"
"434","Want a free ride to Faurot Field ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","434"
"435","Heading to Stamford Town Center inStamford? Go 100% free w/ $50 Free Lyft Credit Use Lyft Promo Code ZOOT #shops #shopping #shop #Lyft","435"
"436","Going to Raymond James Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJwsT4  #uber #Lyft","436"
"437","RT @ridesharecent: 6 Things You Should Know Before You Start Driving For Uber or Lyft - https://t.co/7kTonDCfv5 #lyft #uber #advice","437"
"438","Use #lyft to stay safe this #Weekend get a free ride with promo code FREETRIALRIDE","438"
"439","Love California Tortilla? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","439"
"440","RT @ElieRudd: If you are taking a #lyft line or an #uber pool ... You cannot be in a rush to get where you are going. You just can't. We're…","440"
"441","Going to Sanford Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","441"
"442","If you are taking a #lyft line or an #uber pool ... You cannot be in a rush to get where you are going. You just ca… https://t.co/B8OlOEkQzo","442"
"443","Stop one of 2. #lyft https://t.co/YXbX2MXdr9","443"
"444","#Lyft free for #EltonJohn fans. Download Lyft &amp; use promo code ZOOT for 10 free taxi rides #taxi #cab #freecab #ej #lionking","444"
"445","Farhad and Mike’s Week in Tech: Net Neutrality Is Gone Technology#Uberdriverconfessions, #uber, #lyft,... https://t.co/xLJqzB7VB4","445"
"446","Visiting Indianapolis ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","446"
"447","Hey #NorthCarolina, #lyft is now available in all of #NC! Use code SCOTT2253 for $10 off!! https://t.co/hC97JOwICb","447"
"448","Going to Utah Pride Bash in Salt Lake City, Utah? Go totally free with $50 Lyft credit Get Lyft &amp; Use Code NUMB #uber #Lyft #lgbt","448"
"449","I'm a #Lyft driver......in #LosAngeles......When is there a day where I DONT want to strangle a MFR???  

Go... https://t.co/gBHucoLn7Y","449"
"450","Let’s #Uber. I’ll Call a #Lyft. https://t.co/FZHyFhO2Oz","450"
"451","Going to Reser Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","451"
"452","Walking around Pittsburgh and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","452"
"453","Going to Animas Valley Malin Farmington? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","453"
"454","@Uber Uber CEO video, Uber drivers attacking Customers, weak background checks, radical Islamic Terrorists working… https://t.co/xU13dYIWXP","454"
"455","Going to Great American Ball Park ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/rQ9ITj1pA8  #uber #Lyft","455"
"456","You're LATE for work! #FREE #Lyft code! SCOTT2253 #promocode #ridershare https://t.co/JmWyyWoX54 #uber https://t.co/3nor8pTmOL","456"
"457","RT @LyftPromoCoder3: It's cold out there! Get $20 in free #Lyft rides when you sign up using promo code STEVEN84765 #LyftPromo #LyftPromoCo…","457"
"458","#Lyft making a difference https://t.co/qoPUzaTpIT #ridesharing #freeride #freerides https://t.co/YfeQ8Vrufv","458"
"459","No one will trust #Uber or #Lyft or  traditional cab services. The driver took advantage of the… https://t.co/35wZzgloEU","459"
"460","@jahova33604 Best Car Service in #tampa #uber #lyft add me on #facebook UberSelect Tampa4life @… https://t.co/QBFKsLb1qO","460"
"461","Visiting Memphis ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","461"
"462","Going to Vanderbilt Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","462"
"463","Want a free ride to Tiger Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","463"
"464","In Memphis, Tennessee ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","464"
"465","Going to Yale Bowl ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","465"
"466","Headin' to TCF Bank Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","466"
"467","RT @Shawnbell45: Get $5 off your first 2 rides. Sign up and use the code SHAWN66917 in promo #lyft #lyftcode… https://t.co/ETtxJiE0By","467"
"468","In Cleveland, Ohio ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","468"
"469","Want a free ride to FirstEnergy Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","469"
"470","Going to Dowdy-Ficklen Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","470"
"471","6 Things You Should Know Before You Start Driving For Uber or Lyft - https://t.co/7kTonDCfv5 #lyft #uber #advice","471"
"472","Going to Oxmoor Center inLouisville? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","472"
"473","Visiting Omaha ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","473"
"474","Visiting Miami ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","474"
"475","@lyft except it sucks #Lyft https://t.co/qfbDvwAPKc","475"
"476","Headin' to Memorial Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","476"
"477","Want a free ride to Kenan Memorial Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium","477"
"478","Every morning is an #adventure in my #Lyft...why am I giving you directions? She’s gonna kill us...#prayforme","478"
"479","Leather + heated seats &gt; Gurney + sirens. People are starting to take #Uber or #lyft instead of an ambulance when t… https://t.co/Xp5D94GgkI","479"
"480","Headin' to Jones AT&amp;T Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","480"
"481","Heading to Estrella Falls inGoodyear? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","481"
"482","Check out what the @BMOHBC is doing when select teams visit Milwaukee to play @Bucks!

Try it first tonight as the… https://t.co/GpHjeoVQmp","482"
"483","https://t.co/eDr5oR3lhW *Just download Lyft &amp; enter payment code to get free Lyfts &lt;&lt; Lyft Code: PINS &gt;&gt; Portland #Lyft","483"
"484","Visiting Las Vegas ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","484"
"485","Going to Papa John's Cardinal Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/P3SP1vQ6Oo  #uber #Lyft","485"
"486","In El Paso, Texas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","486"
"487","Going to Franklin Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","487"
"488","In Little Rock, Arkansas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","488"
"489","Going to Beaver Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","489"
"490","Want a free ride to Alumni Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","490"
"491","Walking around Oklahoma City and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","491"
"492","For the most affordable ride in town, download the #Lyft app using Benji Berlow’s referral link… https://t.co/teVdkFBnKn","492"
"493","Want a free taxi ride to Kyle Field ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","493"
"494","Going to Hanover Malin Hanover? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","494"
"495","Going to Paul Brown Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","495"
"496","@jahova33604 Best Car Service in #tampa #rapper #miamibeach #lebron #uber #lyft #ubereats add me… https://t.co/y8OYWMKkLa","496"
"497","Calling all Clemson Tigers football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","497"
"498","Love Firehouse Subs? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","498"
"499","In Chicago, Illinois ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","499"
"500","Want a free taxi ride to Donald W. Reynolds Razorback Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft","500"
"501","Now that #Lyft is in #Toronto - is it the end for #Uber ?

https://t.co/VfJ5i6RRpy","501"
"502","Now that #Lyft is in #Toronto - is it the end for #Uber ?

https://t.co/8lRaeJgRoi","502"
"503","Now that #Lyft is in #Toronto - is it the end for #Uber ?

https://t.co/ZDPXCl6Nph","503"
"504","Going to Morton Pumpkin Bash in Morton, Illinois? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #Lyft #food #harvest","504"
"505","Make Up To $35/Hr Plus Tips. Start Driving with #Lyft - Make Up To $35 https://t.co/KFyzmeBCGb #freerides #freeride","505"
"506","Going to Yale Bowl ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","506"
"507","Love Fuddruckers? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","507"
"508","Want a free ride to Mercedes-Benz Superdome ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","508"
"509","Going to Animas Valley Malin Farmington? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","509"
"510","Want a free ride to Floyd Casey Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","510"
"511","In Nashville, Tennessee ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","511"
"512","On the way to Eastridge Malin  Gastonia? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code Min X #shoppin g #store #mall #Lyft","512"
"513","Going to Hanover Malin Hanover? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","513"
"514","Calling all TCU Horned Frogs football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","514"
"515","On the way to The Westchester inWhite Plains? Download Lyft app &amp; go free Use Lyft Coupon Code COAX #mall #store #shop #Lyft #shopping","515"
"516","Going to Northpark Malin Ridgeland? Go 100% free w/ $50 Free Lyft Credit Enter Lyft Promo Code ZOOT #shops #shopping #shop #Lyft #store","516"
"517","Love Atlanta Bread Company? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant","517"
"518","Love Taco Mayo? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","518"
"519","Want a free taxi ride to The Dome at America's Center ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium","519"
"520","Want a free taxi ride to JordaninHare Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","520"
"521","RT @aduniduni: #lyftdriverstolemyBag lyft unable to reach rogue driver although rogue driver still driving for #lyft after theft event.
#ne…","521"
"522","Going to Gaylord Family Oklahoma Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX… https://t.co/7mFuwJvo6f","522"
"523","Want a free ride to Bryant Denny Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","523"
"524","Going to EverBank Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","524"
"525","Going to Jefferson Valley Malin Yorktown Heights? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","525"
"526","#NYC #Broadway #theatre #nyctourist LOVE NYC free w/ #Lyft - Use code ZOOT https://t.co/PiFOqc0t7x #newyork #timeout #lyft #Lyft #ny","526"
"527","Calling all Ole Miss Rebels football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","527"
"528","Headin' to Ben Hill Griffin Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","528"
"529","#Lyft making a difference https://t.co/sXlEwca63M #ridesharing #freerides #rideshare https://t.co/c10I9AvtmC","529"
"530","On the way to The Summit inWheatfield? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","530"
"531","Going to Coronado Center in Albuquerque? Get there free w/ $50 Free Lyft Credit Use Lyft Coupon Code DUSK #mall #store #shop #Lyft","531"
"532","RT @beinlibertarian: Allow the market to innovate! #Uber #Lyft #Libertarian #Politics #FreeMarket https://t.co/aiRPGVlARi","532"
"533","Calling all San Francisco Giants fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","533"
"534","In Seattle, Washington ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","534"
"535","RT @beinlibertarian: Allow the market to innovate! #Uber #Lyft #Libertarian #Politics #FreeMarket https://t.co/aiRPGVlARi","535"
"536","Love Friendly's? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","536"
"537","Had a couple cool Lyft passengers tonight a lot of them either coming from watching star wars or going to see it so… https://t.co/A6EiMHwASx","537"
"538","No car? Take a ride for free w the LYFT app. Use credit code LICK for free rides credit. #car #rides #Lyft #LINX #mechanic #carproblems","538"
"539","Headin' to Jack Trice Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","539"
"540","Going to American MusicFest in Harrisburg, Pennsylvania? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #uber #Lyft #music","540"
"541","Headin' to Sports Authority Field at Mile High ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","541"
"542","Want a free ride to AT&amp;T Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","542"
"543","Going to Rose Bowl ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","543"
"544","Calling all Carolina Panthers fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","544"
"545","Lyft’s first self-driving car pilot is officially underway. The company is sending autonomous vehicles to pick up p… https://t.co/99757lZWLe","545"
"546","Going to Los Angeles Memorial Coliseum ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","546"
"547","Want a free ride to Kauffman Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","547"
"548","Going to Westroads Malin Omaha? Go 100% free w/ $50 Free Lyft Credit Enter Lyft Promo Code ZOOT #shops #shopping #shop #Lyft #store","548"
"549","In Baltimore, Maryland ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","549"
"550","In Memphis, Tennessee ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","550"
"551","Love Taco John's? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","551"
"552","Looking to make more money driving for a caring #rideshare? Sign up now to drive for #Zemcar, one of the big compan… https://t.co/FMsSoSOnMZ","552"
"553","Want a free ride to Kauffman Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","553"
"554","Calling all St. Louis Cardinals fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","554"
"555","Going to #ATTPark - get there free w/ $50 Free #Lyft credit - use code ZOOT https://t.co/P4lu4KzUvU  #ATTParkSF","555"
"556","Going to Utah Pride Bash in Salt Lake City, Utah? Go totally free with $50 Lyft credit Get Lyft &amp; Use Code NUMB #uber #Lyft #lgbt","556"
"557","In Anaheim, California ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","557"
"558","Want a free ride to Davis Wade Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","558"
"559","#NYC #Broadway #42nd #timessquare Cab it free with #Lyft - Use code ZOOT https://t.co/P4lu4KzUvU #newyork #timeout #lyft #Lyft #ny","559"
"560","Going to Oakdale Malin Johnson City? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","560"
"561","RT @funnyfelipe: You know you got a good #Lyft driver if he is driving like he is fleeing the scene of a crime.","561"
"562","Want a free ride to University of Phoenix Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #sta","562"
"563","Going to Bryant Denny Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","563"
"564","Going to Husky Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","564"
"565","Headin' to Ralph Wilson Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","565"
"566","Want a free ride to Los Angeles Memorial Coliseum ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO… https://t.co/B8UfMoojEH","566"
"567","Calling all Georgia Bulldogs football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","567"
"568","Lyft alternative? Try Lyft - Get $50 free rides credit. Start rides now #lyft. Use code ZOOT  https://t.co/AjvIWYrBs1","568"
"569","In Fresno, California ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","569"
"570","#Lyft! #nyc #la #vegas #texas #NJ #annarbor #dc #baltimore Download Lyft &amp; use promo code ZOOT https://t.co/TYOS0IyTER","570"
"571","Want a free ride to Levi's Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","571"
"572","Want a free ride to Spartan Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","572"
"573","Calling all Oregon Ducks football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","573"
"574","Want a free ride to Camp Randall Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","574"
"575","Want a free ride to Rice Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","575"
"576","Headin' to Gillette Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","576"
"577","Judge your #uber driver by the rating and not by the skin color. 
#eracism #racism #rating #lyft
https://t.co/XSqx7wJmzL","577"
"578","Going to Ross Ade Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","578"
"579","Want a free taxi ride to Georgia Dome ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","579"
"580","People talking about conversations they be having with their #uber &amp; #Lyft drivers &amp; I’m like Gurl hold your ass up… https://t.co/8nZYvqjseg","580"
"581","@Burgebridgette I wouldn't say love....but there was definitely something there...
#duane #Serendipity #Lyft https://t.co/rOzNAvzXhg","581"
"582","Headin' to BryantinDenny Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","582"
"583","Going to LaVell Edwards Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/yygnkAaZue  #uber #Lyft","583"
"584","Going to Bright House Networks Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/rQ9ITj1pA8  #uber #Lyft","584"
"585","Going to AT&amp;T Park ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","585"
