"","lyftdf1","id"
"192","Love Corner Bakery Cafe? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","192"
"193","In Los Angeles, California ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","193"
"194","Dislike Lyft, Try #Lyft and get a ride quick. #quickcab #cab #taxi Download Lyft &amp; use promo code ZOOT https://t.co/TYOS0IyTER","194"
"195","#Sprint sucks. Idk how many #Uber and #Lyft rides I've missed from my Ì†ΩÌ≥∂ signal being too weak to accept them Ì†ΩÌ∏°","195"
"196","My #Uber #Lyft today...... #DartRail @ CityLine DFW https://t.co/d9ZUKlxrod","196"
"197","Want a free ride to Georgia Dome ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","197"
"198","Going to Legends at Sparks Marina in Sparks? Go 100% free w/ $50 Free Lyft Credit Use Lyft Coupon Code ZOOT #shops #shopping #shop #Lyft #st","198"
"199","If you want to take a #FREE ride or food with #Uber Ì†ΩÌ∫ò or #LyftÌ†ºÌæà

I HAVE #PROMO #CODES FOR YOU

#UberEATSÌ†ºÌΩΩ: UE-SARAH‚Ä¶ https://t.co/w7YgkR6Vlf","199"
"200","#Lyft is teaming up with XL Center, Pratt and Whitney Stadium - Erie News Now https://t.co/X7r5Ev1Q1x #freerides #uber","200"
"201","#Lyft - Get 10 free cab rides in #SanFrancisco #SanFrancisco Dwnload Lyft &amp; use promo code ZOOT https://t.co/AjvIWYrBs1","201"
"202","Headin' to Mississippi Veterans Memorial Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","202"
"203","Going to St. Louis Outlet Malin Hazelwood? Get there free w/ $50 Free Lyft Credit TEN Free Rides w/ Lyft Code DUSK #mall #store #shop #Lyft","203"
"204","Going to Bobby Bowden Field at Doak Campbell Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX‚Ä¶ https://t.co/5NerygI5MA","204"
"205","Going to Paul Brown Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","205"
"206","Get a self-driving #Lyft in #Boston. Yes, for real. Autonomous vehicles are headed towards the mainstream. https://t.co/xpZMPntUSa","206"
"207","Going to TCF Bank Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","207"
"208","RT @DC_DFHV: Have you heard? Episode #2 of ‚ÄòThe Weekly Drop-Off‚Äô by DFHV is here on #SoundCloud! #np

#Taxi #Uber #Lyft #Limo #DFHV https:/‚Ä¶","208"
"209","Drivers needed to....#uber #lyft #GRTC #UZURVfordrivers https://t.co/N4PCK61xsv","209"
"210","RT ClearPthCapital ""#Lyft increases latest funding round by $500M to¬†$1.5B https://t.co/tfB24eItTo via techcrunch""","210"
"211","Love Boston Market? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","211"
"212","Going to Oxmoor Center inLouisville? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","212"
"213","Done with Lyft #lyft #lyftsux","213"
"214","In San Diego, California ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","214"
"215","On the way to Valley Hills Malin Hickory? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","215"
"216","Love Firehouse Subs? Get there free w/ Lyft - $50 credit Use Lyft Promo Code COAX #food #restaurant #foodie #grub #Lyft #uber #date","216"
"217","I will be forcing all my #uber and #Lyft passengers to listen to the new eminem . I will listen to this album until I like it.","217"
"218","@kristysadler Woohoo! Thanks for being part of the #Lyft community. Have a great rest of your Friday!","218"
"219","Going to Liberty Tree Malin Danvers? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","219"
"220","Want a free ride to Dodger Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","220"
"221","@MKatwood Whoa, those are some amazing drivers you are getting, that is so cool. Thanks for being part of the Lyft family anfd using #Lyft.","221"
"222","Do you identify more with #Uber or #Lyft? The two biggest #ridesharing companies are models of how modern‚Ä¶ https://t.co/VgUUjXqPPb","222"
"223","Thanks for following! Enjoy up to $50 #FREE ride credit for your first ride with #Lyft #LyftPromoCode","223"
"224","Snow and ice use more gas ‚õΩÔ∏èyou have to travel slower and be more cautious risk goes up things take a lot longer #Uber #Lyft #Compensation","224"
"225","Going to Eastview Malin Victor? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","225"
"226","Heading to Crystal Malin Waterford? Download Lyft app &amp; go free TEN Free Rides w/ Lyft Code COAX #mall #store #shop #Lyft #shopping","226"
"227","Want a free ride to Floyd Casey Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","227"
"228","@tarheelrob76 When you‚Äôre on a call you should be able to say this is my last one before you droping them off #Uber‚Ä¶ https://t.co/nnV20cTnas","228"
"229","RT @LilLoniLegend: #SundayFunday thanks #Lyft #titty #flash #lol https://t.co/3UBB0NOiPe","229"
"230","Love Boston Market? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","230"
"231","Karaoke, ugly Christmas sweaters...what more could you ask for? COO @ameliafriedman had a jolly time promoting‚Ä¶ https://t.co/MAI5HVnZi8","231"
"232","RT @WhosDrivingYou: A new lawsuit alleges that a #Lyft driver pulled a gun on two men and ordered them out of the car #WhosDrivingYou https‚Ä¶","232"
"233","Going to a concert? - get there free w/ $50 Free #Lyft credit - use code ZOOT https://t.co/P4lu4KzUvU #sf AT&amp;T Park","233"
"234","Want a free ride to AT&amp;T Park ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","234"
"235","Going to Reliant Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","235"
"236","If you want to take a #FREE ride or food with #Uber Ì†ΩÌ∫ò or #LyftÌ†ºÌæà

I HAVE #PROMO #CODES FOR YOU

#UberEATSÌ†ºÌΩΩ: UE-SARAH‚Ä¶ https://t.co/P8grFgmoP2","236"
"237","Going to Copley Place in Boston? Get there free w/ $50 Free Lyft Credit Use Lyft Coupon Code DUSK #mall #store #shop #Lyft","237"
"238","#Lyft is teaming up with XL Center, Pratt and Whitney Stadium https://t.co/RGReiO4Uu5 #rideshare #ridesharing‚Ä¶ https://t.co/Rtgxm1NTz5","238"
"239","In El Paso, Texas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","239"
"240","Visiting Memphis ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","240"
"241","Just a reminder I am having an #ubered book event tomorrow at Blasted Art Inc Gallery in Northeast Minneapolis from‚Ä¶ https://t.co/EkboBrhgt3","241"
"242","That long ride in silence when you #lyft #lyftdriver has been on a personal call for 15 min of‚Ä¶ https://t.co/BJDIf7fgQc","242"
"243","Seriously #Uber . Maybe you should hire some #LYFT drivers. #uberfail https://t.co/I9jrBbmFHf","243"
"244","Thanks #lyft Ì†ΩÌ≤Ø https://t.co/O3UEnVjHms","244"
"245","Lyft has officially launched in Toronto and the GTA https://t.co/vfRcbdkhvK

#Lyft #Toronto https://t.co/Sk1VqbUggw","245"
"246","Love Oberweis Dairy? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","246"
"247","Going to Rice-Eccles Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/yygnkAaZue  #uber #Lyft","247"
"248","This sums up last night hahah #Lyft #wewanttacos https://t.co/SgaaQ5phX0","248"
"249","Going to Jefferson Valley Malin Yorktown Heights? Go free w/ 10 Free Lyft rides Enter Lyft Promo Code COAX #shopping #store #mall #Lyft","249"
"250","@laurnpapapietro Welcome to the #Lyft family!","250"
"251","Going to Gateway Center in Brooklyn? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","251"
"252","@uber unprofessional critical support line, don't appreciate being lied too. Adding #lyft now.","252"
"253","When #lyft drivers can‚Äôt follow the damn GPS. Like seriously if i miss my bus. Y‚Äôall gone need to buy me another ti‚Ä¶ https://t.co/CAjG8fsBv8","253"
"254","@uber how dare you charge me for a cancellation when the ETA changes from 4 minutes to 11 minutes 4 minutes after I‚Ä¶ https://t.co/5uXAvkyvDJ","254"
"255","On the way to Eastland Malin Charlotte? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","255"
"256","Heading to Mesa Riverview inMesa? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","256"
"257","Going to Kenan Memorial Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","257"
"258","RT @WhosDrivingYou: A new lawsuit alleges that a #Lyft driver pulled a gun on two men and ordered them out of the car #WhosDrivingYou https‚Ä¶","258"
"259","Going to Turner Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","259"
"260","Going to Electric Daisy Carnival in Las Vegas, Nevada? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #uber #Lyft #music","260"
"261","Going to Morton Pumpkin Bash in Morton, Illinois? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #Lyft #food #harvest","261"
"262","Walking around Charlotte and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","262"
"263","Going to Lincoln Financial Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","263"
"264","RT @NetAdvisor: ""#Uber Driver, Abdoulie Jagne, 58, Charged with Rape of 16-Year-Old Girl""
https://t.co/B9o319sx42
#Lyft #taxi #parents","264"
"265","Off to the transit station? Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code PIP #train #bus #uber #Lyft","265"
"266","Want a free ride to Bryant Denny Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","266"
"267","Headin' to Sun Bowl Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","267"
"268","RT @WhosDrivingYou: A #California couple claims their stolen car was returned with #Lyft stickers &amp; 11k miles added to the odometer https:/‚Ä¶","268"
"269","#Lyft #bonus I also have a link you can use to download the Lyft app and get $20 in free credit. Just message me or I can post it on my page","269"
"270","Going to Sanford Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/kOh7JgC2gE  #uber #Lyft","270"
"271","Well snowing time to turn off #Uber and #lyft does not pay to work when conditions are like this and we do not get‚Ä¶ https://t.co/XzAJUNH2P7","271"
"272",".@Xconomy: #Boston #Tech Watch: #Apple, #Lyft, #BU, Astral Capital, Cengage &amp; More https://t.co/lhrjosBv1w","272"
"273","Have any of my followers considered driving for #Lyft","273"
"274","Want a free taxi ride to Michigan Stadium ? Go w/ Lyft - 10 free rides for new users w/ Promo CODE LICK #freeLyft #Lyft #stadium #uber","274"
"275","A new lawsuit alleges that a #Lyft driver pulled a gun on two men and ordered them out of the car #WhosDrivingYou https://t.co/wWD8627EBx","275"
"276","I like #Massachusetts kids.  They know how to do stuff.  #lyft #lyftlyfe","276"
"277","Going to Amon G. Carter Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","277"
"278","@jahova33604 #ubereats #uber #lyft Fried Mac &amp; Cheese Balls! This is how we do it at RyRy's‚Ä¶ https://t.co/P0sC3PY4DX","278"
"279","Want a free ride to Coors Field ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","279"
"280","RT @AskLyft: @kyliestrang Maybe because #Lyft is so cool...","280"
"281","@kyliestrang Maybe because #Lyft is so cool...","281"
"282","In El Paso, Texas ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","282"
"283","RT @sarcasticcab: Term 2 @PHXSkyHarbor this morning, tell me again how #Uber #Lyft are easing traffic!! 

@dougducey @abc15 @ReggieVaitz ht‚Ä¶","283"
"284","Wall Street Rally Sets the Stage for Big IPO Year in 2018 https://t.co/bDdOYumvE2 #uber #rideshare #lyft https://t.co/XUiIX1ke4R","284"
"285","RT @NetAdvisor: ""#Uber Driver, Abdoulie Jagne, 58, Charged with Rape of 16-Year-Old Girl""
https://t.co/B9o319sx42
#Lyft #taxi #parents","285"
"286","Now There's a Fire at 14st Station 
#Mood #Fuck #Mass #Transit #SMD #Mta #Lyft #Vs #Uber‚Ä¶ https://t.co/mARb3RzgnX","286"
"287","Headin' to Michigan Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","287"
"288","#Lyft increases latest funding round by $500M to¬†$1.5B https://t.co/yTCr5KuMaF via @techcrunch","288"
"289","RT @grrideshare: A couple of close calls while rideshare driving over the last week.
#uber #lyft #rideshare #driving... https://t.co/X76BQc‚Ä¶","289"
"290","Going to Amon G. Carter Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","290"
"291","Going to Oxmoor Center inLouisville? Go free w/ 10 Free Lyft rides Use Lyft Coupon Code COAX #shopping #store #mall #Lyft","291"
"292","Want a free ride to Kyle Field ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","292"
"293","In Shreveport, Louisiana ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","293"
"294","Going to Coronado Center in Albuquerque? Get there free w/ $50 Free Lyft Credit Use Lyft Coupon Code DUSK #mall #store #shop #Lyft","294"
"295","Going to Cornerstone Bash in Bushnell, Illinois? Get there free w/ Lyft! 10 Free Lyfts with Lyft Promo Code DUSK #uber #Lyft #music #fe","295"
"296","Going to Detroit Electronic festivities in Detroit, Michigan? Go totally free with $50 Lyft credit Get Lyft &amp; Use Code NUMB #uber #Lyft","296"
"297","Walking around San Antonio and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","297"
"298","#Lyft ride real awkward https://t.co/XRge026nXT","298"
"299","""#Uber Driver, Abdoulie Jagne, 58, Charged with Rape of 16-Year-Old Girl""
https://t.co/B9o319sx42
#Lyft #taxi #parents","299"
"300","Going to Tiger Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/CmDXUPrKIx  #uber #Lyft","300"
"301","Going to Stanford Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/1P0CxA8JrM  #uber #Lyft","301"
"302","For the most affordable ride in town, download the Lyft app using my referral link  https://t.co/AUtVblc9zx

#Lyft","302"
"303","Who are people? #Lyft","303"
"304","Term 2 @PHXSkyHarbor this morning, tell me again how #Uber #Lyft are easing traffic!! 

@dougducey @abc15‚Ä¶ https://t.co/VXIzI2lJ5C","304"
"305","Going to Bryant Denny Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","305"
"306","RT @ridesharecent: 6 Things You Should Know Before You Start Driving For Uber or Lyft - https://t.co/7kTonDCfv5 #lyft #uber #advice","306"
"307","Headin' to Reser Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","307"
"308","Going to Galleria at Sunset in Henderson? Get there free w/ $50 Free Lyft Credit Use Lyft Promo Code DUSK #mall #store #shop #Lyft","308"
"309","Make great #money driving with #Lyft and get a sign up bonus with this #exclusive link! https://t.co/XyfOnk0ko4","309"
"310","Ambulance use drops in cities with Uber, study shows: Filed under: Weird Car News,Smartphone,Technology Ambulance r‚Ä¶ https://t.co/MclHd76aOX","310"
"311","Uber vs. Lyft: What‚Äôs the Difference and Which Should I Use? https://t.co/2yMzTLhGWP #Uber #Lyft https://t.co/wxhbZiPom0","311"
"312","Want a free ride to Levi's Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","312"
"313","Going to Crown Center in Kansas City? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","313"
"314","Want a free ride to RossinAde Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","314"
"315","Shout out to #Lyft for Decorating for national #UglySweaterDay #HappyHolidays Make it a good one from #Mcdowells https://t.co/WwTGXL7xM6","315"
"316","Headin' to Mississippi Veterans Memorial Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","316"
"317","Headin' to Reser Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","317"
"318","@norm Trying out #Lyft for the second time in #Toronto and also going #iceskating at two different rinks in the cit‚Ä¶ https://t.co/VyaBYPD49l","318"
"319","Walking around Orlando and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","319"
"320","Calling all Chicago Bears fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","320"
"321","Want a free ride to Alumni Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","321"
"322","Headin' to Yale Bowl ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","322"
"323","Going to St. Louis Outlet Malin Hazelwood? Get there free w/ $50 Free Lyft Credit TEN Free Rides w/ Lyft Code DUSK #mall #store #shop #Lyft","323"
"324","Going to Rimrock Malin Billings? Download Lyft app &amp; go free Use Lyft Coupon Code COAX #mall #store #shop #Lyft #shopping","324"
"325","Okay, now that I'm approved to drive for #Lyft , how exactly does it work?","325"
"326","Visiting Chicago ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","326"
"327","RT @SFBTmoney: #Lyft shakes up executive team as it aims for lower #driver costs, faster decision making: https://t.co/CXtXGIMiw9 @lyft","327"
"328","Want up to $20 in free ride credit on #Lyft Download now with my link. https://t.co/eSbVwr73HW","328"
"329","RT @ridesharecent: 6 Things You Should Know Before You Start Driving For Uber or Lyft - https://t.co/7kTonDCfv5 #lyft #uber #advice","329"
"330","The work product design fam Ì†ΩÌ≤ïÌ†ΩÌπå #Lyft #whitehousesf pc: @patrickswong https://t.co/qgnKdiyLwz","330"
"331","RT @ridesharecent: 6 Things You Should Know Before You Start Driving For Uber or Lyft - https://t.co/7kTonDCfv5 #lyft #uber #advice","331"
"332","Walking around Honolulu and need a taxi? Get 10 free rides w/ Lyft Promo Code:  OATH #limo #cab #Lyft #uber","332"
"333","Going to Crown Center in Kansas City? Go free w/ 10 Free Lyft rides Use Lyft Promo Code COAX #shopping #store #mall #Lyft","333"
"334","Want a free taxi ride to JordaninHare Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","334"
"335","Going to CenturyLink Field ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/AVSAqJO3KC  #uber #Lyft","335"
"336","Thanks for following! Enjoy up to $50 #FREE ride credit for your first ride with #Lyft #LyftPromoCode https://t.co/nvO3HVpDFv","336"
"337","In Louisville, Kentucky ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","337"
"338","Get $20 off for the most affordable ride in town, download the #Lyft app using my referral link https://t.co/b9hWs1m2ka","338"
"339","Going to Ladd Peebles Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","339"
"340","Off to the New York City Subway station? Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code PIP #train #bus #uber #Lyft","340"
"341","Going to Legends at Sparks Marina in Sparks? Go 100% free w/ $50 Free Lyft Credit Use Lyft Coupon Code ZOOT #shops #shopping #shop #Lyft #st","341"
"342","@lyft is running a special in #LowerManhattan #NYC #NewYork #OneWTC #WTC #DownIsWhatsUp  #Manhattan #Lyft #winter‚Ä¶ https://t.co/cY8ShJ12CA","342"
"343","RT @karshanandrea: @lyft @AskLyft #Antisemitism in #Lyft tonight. I was terrified. https://t.co/cunsJRDGvt","343"
"344","Visiting Honolulu ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","344"
"345","Going to Falcon Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/rQ9ITj1pA8  #uber #Lyft","345"
"346","Going to Qualcomm Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/SD7LiT0alq  #uber #Lyft","346"
"347","#Lyft response. No guarantee to ban the driver or passenger which is what needs to be done. Antisemitism shouldn't‚Ä¶ https://t.co/31Y8EWeQDv","347"
"348","RT @grrideshare: A couple of close calls while rideshare driving over the last week.
#uber #lyft #rideshare #driving... https://t.co/X76BQc‚Ä¶","348"
"349","ATTENTION UBER AND LYFT DRIVERS! #Uber #LYFT #RIDESHARING https://t.co/XJnXmnJCVY https://t.co/s2Av6aQFn8","349"
"350","Up to $10 credit in #UberEATS food with promo code ""UE-3GTHE"" or ""EATS-3GTHE""

Up to $50 credit in #Lyft  rides wit‚Ä¶ https://t.co/KNLFwPHCMk","350"
"351","A couple of close calls while rideshare driving over the last week.
#uber #lyft #rideshare #driving... https://t.co/X76BQcGEos","351"
"352","Want a free ride to Dodger Stadium ? Go free w/ Lyft - $50 Lyft credit for new users w/ Promo CODE DUSK #freeLyft #Lyft #stadium #uber","352"
"353","Want a free taxi ride to JordaninHare Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ code: LICK #freeLyft #Lyft #stadium #uber","353"
"354","RT @WhosDrivingYou: A #California couple claims their stolen car was returned with #Lyft stickers &amp; 11k miles added to the odometer https:/‚Ä¶","354"
"355","Visiting Memphis ? Get around free w/ Lyft - 10 free rides w/ Lyft Promo Code:  OATH #travel #uber #Lyft #free","355"
"356","@AskLyft I am not satisfied with the answer #Lyft gave me. I want to driver and the passenger banned from the app.‚Ä¶ https://t.co/OYwutdgLVi","356"
"357","Calling all Memphis Tigers football fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","357"
"358","@AineZing #lyft is the worst, the drivers are all terrifying. Plus my credit card info has gotten stolen from them twice now.","358"
"359","Want a free taxi ride to Michigan Stadium ? Go w/ Lyft - 10 free rides for new users w/ Promo CODE LICK #freeLyft #Lyft #stadium #uber","359"
"360","In Raleigh, North Carolina ? $50 Free Lyft ride credit w/ Lyft Promo Code PLEX #freeLyft #uber #Lyft","360"
"361","Want a free ride to Memorial Stadium ? Go w/ Lyft - $50 Lyft credit for new users w/ Promo CODE CLEO #freeLyft #Lyft #stadium #uber","361"
"362","Going to Floyd Casey Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/n97QNGfTK4  #uber #Lyft","362"
"363","Need a #job? You can earn big #money and #bonuses driving for #Uber and #Lyft. Use these codes to get started. Uber‚Ä¶ https://t.co/CGDdcQl5Y8","363"
"364","Going to Alamodome ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/HPJWPYUn5Q  #uber #Lyft","364"
"365","Going to Rice-Eccles Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/P3SP1vQ6Oo  #uber #Lyft","365"
"366","New #Lyft design! Shop at link in bio. https://t.co/71YXphy4UH","366"
"367","Hey @lyft I had a great ride w/ Seydou you should reach out to him. He speaks multiple languages and spoke to all o‚Ä¶ https://t.co/LpqyQoZ4M4","367"
"368","Going to Alamodome ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/yygnkAaZue  #uber #Lyft","368"
"369","RT @WhosDrivingYou: A #California couple claims their stolen car was returned with #Lyft stickers &amp; 11k miles added to the odometer https:/‚Ä¶","369"
"370","I wonder if the Tech Companies headquartered here in #California can block IPs coming out of #DC from using any of‚Ä¶ https://t.co/d3UgP9RBCx","370"
"371","Interesting... when in #montreal?  @sachafaust #Lyft https://t.co/tWA9XKbSfP","371"
"372","Going to Independence Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/P3SP1vQ6Oo  #uber #Lyft","372"
"373","A #California couple claims their stolen car was returned with #Lyft stickers &amp; 11k miles added to the odometer https://t.co/SsNrFpYUVZ","373"
"374","Going to Bulldog Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","374"
"375","RT @UltraLyft: Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party earlier thi‚Ä¶","375"
"376","Headin' to Mercedes-Benz Superdome ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","376"
"377","Just got out of a $20 #Uber ride, checked the pricing for #LYFT and it was half as much.
 I guess I know what app I‚Äôm getting rid of.","377"
"378","Calling all New York Mets fans! Lyft gives you 10 free taxi rides! Get Lyft app &amp; use code DUSK #football #college #uber #Lyft","378"
"379","Love Friendly's? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","379"
"380","Use Lyft during the holidays and get a bonus credit! Now available in #toronto and the #GTA.

Download the Lyft app‚Ä¶ https://t.co/dKBhkFmuuN","380"
"381","Going to Rice Stadium ? Go totally free w/ Lyft! $50 Lyft credit w/ Promo Code VEX https://t.co/4w0mp3YpP9  #uber #Lyft","381"
"382","From #vegas to #nyc to #dc to #seattle, #lyft has got you covered.  Claim 10 Free rides today - Use code ZOOT https://t.co/TYOS0IyTER","382"
"383","RT @ChaYsuh: #Lyft be robbing me blind smh","383"
"384","Are #Lyft drivers insured like #Uber drivers? https://t.co/2kO6tpA60S https://t.co/BE1vaOlZLJ","384"
"385","Going to The Summit in Reno? Go 100% free w/ $50 Free Lyft Credit Use Lyft Coupon Code ZOOT #shops #shopping #shop #Lyft #store","385"
"386","Going to The Esplanade in Kenner? Download Lyft app &amp; go free Use Lyft Promo Code COAX #mall #store #shop #Lyft #shopping","386"
"387","#Lyft scheduled pickup for new Ant https://t.co/oMJl3lSuCX #rideshare #ridesharing #uber https://t.co/OyKHdbCROh","387"
"388","Jamie Bartlett: What Goes On In The Secrecy Of The Dark Web? #Uberdriverconfessions, #uber, #lyft,... https://t.co/11pWHZYQHe","388"
"389","RT @UltraLyft: Thank you @johnzimmer and the #lyft team for celebrating drivers at the Lyft 2012 Driver Reunion / Holiday Party earlier thi‚Ä¶","389"
"390","Headin' to Gaylord Family Oklahoma Memorial Stadium ? Go for free w/ Lyft! $50 Lyft ride credit, Use Code PIX #stadium #sports #uber #Lyft","390"
"391","Love Wendy's? Get to it free with Lyft ($50 Lyft credit) New Lyft Promo code: NUMB #gift #Lyft #uber #taxi #food #restaurant #cab","391"
